Company Name,Company Link,Location,Booth Number,Description
HC Photonics Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104064,"Hsinchu, Taiwan",1536,"HCP, founded in 2000, specializes in the design, manufacture and applications of Periodically Poled Lithium Niobate and Periodically Poled Lithium Tantalate/PPLT. It provides cost-effective and fast turnaround products for full spectrum conversion applications, ranging from UV to mid-IR and THz. The solution could fit both Continuous Wave and Pulsed pump lasers to enable scientific and industrial applications, e.g. Quantum Information, Organic Gas sensing, Bio-medical imaging, etc."
"Hebei Plasma Import and Export Trading Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104223,"Qiaoxi District Shijiazhuang, HE, China",5314,
Heidelberg Instruments Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104139,"Torrance, CA, United States",4204,"Heidelberg Instruments is a global leader in precision direct-write optical lithography, maskless aligners, and nanofabrication systems. Our tools cater to a diverse range of needs, from tabletop solutions to high-end photomask manufacturing equipment. Trusted in 50+ countries for over 40 years, with over 1500 installations, we specialize in micro- and nanofabrication systems for 2D, 2.5D, and applications like MEMS, Micro-Optics, Photonics, and more."
"HEIDSTAR CO., LTD.",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104386,"Xiamen, FJ, China",8232,
Heilbronn Trading Co. GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105867,"Heilbronn, Germany",,
Heliotis AG,https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=104504,"Root, Switzerland",6820,
Heliotis AG,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104498,"Root, Switzerland",8273,
Heliotis AG,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104505,"Root, Switzerland",3273,
Hellma Materials GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105523,"Jena, Germany",2548,
"Henan Shijia Photons Technology Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104342,"Hebi, HA, China",569,
heracle GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104388,"Jena, Germany",4335,"Heracle develops and manufactures custom-designed specialty optical fiber for advanced industrial, medical and sensor applications. We offer simulation, prototype development, mass manufacturing and supply chain management for customers worldwide. Along with our comprehensive measurement and characterization services for fused silica optical fibers we help to develop optical device innovation by translating their specific demands and specifications into innovative fiber products."
Heraeus Covantics,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104753,"Kleinostheim, Germany",1926,"Heraeus Covantics is a technology leader specializing in the manufacturing and processing of the industry’s highest purity quartz, fused silica and other high-end materials. We offer a broad portfolio of optical fused silica grades e.g. cost-efficient large-size fused silica with low absorption for NIR or fused silica for UV with long lifetime requirements. Fluosil® preforms, rods and tubes are the best solution to manufacture optical fibers in the UV to IR-range in industry, medical or science."
Herbet Arnold GmbH & Co. KG,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104776,"Weilburg, Germany",3286,
"Hesse Mechatronics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103830,"Tustin, CA, United States",5332,
"Hesse Mechatronics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5028&ExhibitorID=105198,"Tustin, CA, United States",507,
HETEROMERGE GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105638,"Dresden, Germany",4205,"HETEROMERGE offers functional 3D microstructures and optical systems integration. Our technology enables miniaturized optical systems with multiple materials in one single 3D print run. We provide automated in situ material exchange for two-photon 3D laser printing. We enable perfect alignment, fast processing, and substrate-independent printing - all at the highest resolution down to the nanometer scale."
HHV Advanced Technologies Pvt. Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104500,"Bangalore, India",2137,"To brief you about HHV, we are a 60-year-old company serving the vacuum, thin film equipment and optics-thin film coating services industries with a strong customer base in India and across the world. Our expertise in thin films is the ability to design thin film coatings in UV-VIS-NIR-SWIR-MWIR-LWIR and also specialized in ITO, Photolithography & high LIDT Laser filters. We also have manufacturing facilities for plano, wedges, prisms, spherical & aspherical lenses, domes in visible and IR optic"
HighFinesse GmbH,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=105001,"Tübingen, Germany",8603,"HighFinesse GmbH is a leading global manufacturer in the field of optical measurement technology, headquartered in Tübingen, Germany. We offer high-precision instruments for the photonics industry, telecommunications and scientific research. Our portfolio includes Wavelength Meters, Linewidth Analyzers, Spectrometers and Calibration Sources. The WS8 is recognized as the most accurate commercially available Wavelength Meter and serves as the ultimate tool for laser characterization."
HighFinesse GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105000,"Tübingen, Germany",3603,"HighFinesse GmbH is a leading global manufacturer in the field of optical measurement technology, headquartered in Tübingen, Germany. We offer high-precision instruments for the photonics industry, telecommunications and scientific research. Our portfolio includes Wavelength Meters, Linewidth Analyzers, Spectrometers and Calibration Sources. The WS8 is recognized as the most accurate commercially available Wavelength Meter and serves as the ultimate tool for laser characterization."
"HighRI Optics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103702,"Oakland, CA, United States",3228,
"HighRI Optics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=103703,"Oakland, CA, United States",6529,
Himax IGI Precision Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104661,"Minneapolis, MN, United States",4731,"Himax IGI designs & manufactures innovative micro & nano patterns for displays, optics, telecommunications, biomedical, & other applications. NanoSculpt technologies are used to make photoresist masters, nickel shims, & soft molds with diverse pattern characteristics that create the desired surface or optical properties. Products made by Himax IGI are used in Nano-imprint lithography, injection molding, roll-to-roll, embossing, stamping, & other prototype and high volume manufacturing processes"
"Hinds Instruments, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=104870,"Hillsboro, OR, United States",6822,
"Hinds Instruments, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103958,"Hillsboro, OR, United States",3410,
"Hitachi High-Tech America, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104363,"Schaumburg, IL, United States",3678,
"Hitachi High-Tech America, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104362,"Schaumburg, IL, United States",8678,
Hitronics Technologies Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103907,"Milpitas, CA, United States",5110,"By sharing 35 years of combined experience under one roof, Hitronics rapidly scaled to new heights and capabilities. Now a world-class manufacturer of precision optics with the advantage of optomechanical-electrical integration, Hitronics embraces the challenges of design to volume production across the LiDAR, biomedical, telecom, laser, and instrumentation industries."
HIWIN Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104629,"Huntley, IL, United States",5421,
"HLJ Technology Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105552,"Hsinchu, Taiwan",4021,
"Hobbite Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105557,"Shenzhen, GD, China",5530,
Hoenle Adhesives GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104222,"Steinbach (Taunus), Germany",4112,"Hoenle Adhesives, formerly Panacol, is your full-service provider for industrial adhesives and UV/LED curing systems. Our products are designed for all industrial component assembly and are used in the consumer electronics, medical devices, optics, automotive, electric vehicles, power generation and organic photovoltaic (OPV) markets. The product range includes UV adhesives, as well as structural and/or conductive adhesives, curing systems and optical resins for printing and optical bonding."
Holland Pavilion,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104681,Netherlands,,
HOLO/OR Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104010,"Ness Ziona, Israel",1459,"HOLO/OR Ltd., est. 1989, is the expert in development, design and manufacture of diffractive & micro-optical elements for the laser industry. HOLO/OR manufactures both standard & custom products and holds the largest stock of DOEs and designs. Our DOEs are suitable for high power lasers, from deep UV to far IR. Among our products: beam splitters, beam shapers (top-hat), beam samplers, homogenizers, vortex lenses, multi-focal and more. Please visit the HOLO/OR website at http://www.holoor.co.il."
HOLOEYE Photonics AG,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=103690,"Berlin, Germany",8536,"HOLOEYE offers products and services in Spatial Light Modulators for phase and amplitude modulation, standard Diffractive Optical Elements, and custom design and fabrication for Diffractive Optics and LCOS microdisplay components.We provide specialized, flexible, and diverse standard solutions for academic and industrial R&D. Our expertise includes high-level component customization, custom developments, and volume production for seamless industrial integration."
HOLOEYE Photonics AG,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103689,"Berlin, Germany",3536,"HOLOEYE offers products and services in Spatial Light Modulators for phase and amplitude modulation, standard Diffractive Optical Elements, and custom design and fabrication for Diffractive Optics and LCOS microdisplay components.We provide specialized, flexible, and diverse standard solutions for academic and industrial R&D. Our expertise includes high-level component customization, custom developments, and volume production for seamless industrial integration."
Holographix LLC,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104316,"Marlborough, MA, United States",5429,"Holographix designs and manufactures OEM custom replicated optical components, optical modules, and opto-mechanical assemblies, including diffraction gratings, microlens arrays, diffractive optical elements, waveguides, and spectral imaging sub-assemblies. Our advanced replication technology ensures high-fidelity reproduction of micro- and nano-scale structures. From design to production, we enable innovations in photonics, optics, and instrumentation, offering scalable cost-effective solutions."
"Honda Tsushin Kogyo Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105452,"Minato-ku, Tokyo, Japan",3488,
"Hong Kong Xiang Shun Technology Co., Limited",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105269,"Hong Kong, Hong Kong, China",4035,
HORIBA,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103859,"Piscataway, NJ, United States",3419,"Founded in 1953, HORIBA develops unique measurement and analysis technologies to meet global needs, with 47 group companies across 28 countries. HORIBA supports key megatrends in Energy & Environment, Biology & Healthcare, and Materials & Semiconductor. Our innovative solutions help advance scientific discovery, support sustainability goals, and drive progress in both academic and industrial research. Learn more: https://www.horiba.com/int/company/about-horiba/home"
