Booth Number(s),Company Name,Link to Company,Description,Website link,Company Contact Information
254,"Eoptic, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101444"")","Eoptic is a dynamic imaging and optics systems integrator that delivers complex electro-optical hardware/software solutions to provide valuable insights across industries. Our custom imaging and optical metrology solutions service a diverse industry landscape in order to solve a wide array of inspection, detection, and characterization needs. The throughline across industries is our expertise in harnessing the power of the electromagnetic spectrum to solve difficult imaging problems.","=HYPERLINK(""http://eoptic.com"")","Eoptic, Inc.  350 East Ave  Rochester, NY  United States  14604-2604"
368,"EOTECH, LLC.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101629"")",No Description Found,"=HYPERLINK(""http://www.eotechinc.com"")","EOTech Inc  46900 Port St  Plymouth, MI  United States  48170-6035"
5200,EPIC-European Photonics Industry Consortium,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101752"")","EPIC is the leading industry association that promotes the sustainable development of organizations working in the field of photonics in Europe. We foster a vibrant photonics ecosystem by maintaining a strong network and acting as a catalyst and facilitator for technological and commercial advancement. EPIC publishes market and technology reports, organizes technical workshops and B2B roundtables, supports EU funding proposals, advocacy and lobbying, education and many more.","=HYPERLINK(""http://www.epic-photonics.com"")",EPIC-European Photonics Industry Consortium  17 rue de L'Hamelin  Paris  France  75016
4205,EPIGAP OSA Photonics GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103184"")","EPIGAP OSA Photonics GmbH produces and distributes LED chips, SMD & THT LEDs, photodiodes, as well as CoB modules in the wavelength range of 230 nm to 2300 nm for energy-efficient, smart, and future-proof products in the fields of industrial sensor technology, security technology, and medical technology.","=HYPERLINK(""http://www.epigap-osa.de"")","EPIGAP OSA Photonics GmbH  Köpenicker Str. 325, Haus 40  Berlin  Germany  12555"
3214,Epner Technology Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102251"")",No Description Found,"=HYPERLINK(""http://www.epner.com"")","Epner Technology Inc  279 Frost St  Brooklyn, NY  United States  11222-5601"
2001,"Epolin, LLC","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101665"")","Epolin has pioneered the development and manufacture of near-infrared absorbing dyes, inks, and thermoplastic compounds. We are known the world over for our expertise in optimizing near-infrared and visible light transmittance in plastic injected molded & cast parts, film extrusions, laminates, pressure sensitive adhesives, and coatings.","=HYPERLINK(""http://www.epolin.com"")","Epolin, LLC  358-364 Adams St  Newark, NJ  United States  07105"
5529,Epoxy Technology Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102823"")","Discover our range of EPO-TEK® specialty adhesives designed for your challenging photonics applications. Our optical and UV-curing adhesives offer unique properties, are ISO 9001 Certified, RoHS, and REACH Compliant. Our products excel in optical transmission, high bond strength, and harsh environment performance, meeting NASA/MIL-STD/Telcordia standards. From fiber optic, laser, camera and LIDAR applications, our EPO-TEK® adhesives provide solutions for diverse photonics needs.","=HYPERLINK(""http://www.epotek.com"")","Epoxy Technology Inc.  14 Fortune Dr  Billerica, MA  United States  01821"
4329,"Esco Optics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102232"")","Esco Optics is a ITAR certified highly adaptable optics manufacturer for over 65 years. With capabilities ranging from custom prototyping to large-run manufacturing and a full compliment of catalog optics available. We process IR, UV, low-expansion, and crystals in our Oak Ridge, NJ, facility for the defense, medical, automotive, and aerospace industries. We are dedicated to building long-lasting partnerships and helping our clients thrive.","=HYPERLINK(""http://www.escooptics.com"")","Esco Optics, Inc.  95 Chamberlain Rd  Oak Ridge, NJ  United States  07438-8853"
3471,ESPROS Photonics AG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102545"")","ESPROS Photonics is a photonics technology company located in Switzerland, with subsidiaries in China and the USA. The company is built around a unique CMOS/CCD process developed and owned by ESPROS. Products are TOF and LiDAR imagers as well as custom ASICS. We also develop and produce 3D camera modules, all based on our own 3D imagers. We serve our customers with the only non-captive high performance CMOS process with optical frontend worldwide.","=HYPERLINK(""http://www.espros.com"")",ESPROS Photonics AG  St Gallerstrasse 135  Sargans  Switzerland  7320
4341,EssentOptics Europe,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103339"")",No Description Found,"=HYPERLINK(""http://www.essentoptics.com"")","EssentOptics Europe  Mokslininku st 2A  Vilnius, Vilniaus  Lithuania  08412"
4937,Eulitha AG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101576"")","Eulitha provides nanolithography services and equipment for applications in AR/VR, photonics, optoelectronics, biotechnology, telecommunication, photovoltaics and other areas. Its revolutionary PHABLE photolithography systems enable low-cost fabrication of periodic nanostructures over large areas.","=HYPERLINK(""http://www.eulitha.com"")",Eulitha AG  Grosszelgstrasse 21  Würenlos  Switzerland  5436
1943,"Evaporated Coatings, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101463"")","Evaporated Coatings, Inc. has been supplying high precision optical coatings for more than 60 years. Vacuum deposition technology has progressed significantly over the years and ECI has remained on the forefront of this dynamic field. ECI has developed many original thin film designs and processes. Current coating designs are applied using some of the newest and most innovated deposition methods. ECI offers its customers a rare combination of technical depth, and personalized service.","=HYPERLINK(""http://www.evaporatedcoatings.com"")","Evaporated Coatings, Inc.  2365 Maryland Rd  Willow Grove, PA  United States  19090-1708"
3413,Evatec NA Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101864"")",No Description Found,"=HYPERLINK(""http://www.evatecnet.com"")","Evatec NA Inc.  5562 NE Clara Ln  Hillsboro, OR  United States  97124-8599"
1967,"Everix, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101940"")","At Everix, we employ a novel and cost-effective manufacturing process to produce a wide range of optical filters for AR/VR, consumer electronics, biomedical and industrial applications. We do not rely on traditional deposition coating techniques to make our filters, thus we can design and produce the worlds' thinnest optical filters with near zero angular shift optical performance. Our filters are available in flexible or rigid designs and can be cut to the customers' desired form factor.","=HYPERLINK(""http://www.everix.co"")","Everix, Inc.  1468 N Goldenrod Rd Ste 200  Orlando, FL  United States  32807-8368"
2134,Evident,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102761"")","Olympus Scientific Solutions is now Evident. Although our name is new, we still offer the same products, solutions, and services that you trust. The Evident OEM team is dedicated to assisting engineers and system designers with part selection of microscope components for integration into systems and equipment for imaging, detection, or analysis. Visit our booth to learn about new off-the-shelf objective lenses, tube lenses, and microcopy components for compact imaging instrumentation.","=HYPERLINK(""http://www.EvidentScientific.com"")","Evident  48 Woerd Ave  Waltham, MA  United States  02453-3826"
5039,Exail SAS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101728"")","Exail is a leading high-tech industrial group specializing in cutting-edge robotics, maritime, navigation, aerospace and photonics technologies. With a full range of robust in-house manufactured components, products and systems, Exail helps photonics engineers all around the world to get the most out of the light by providing high performance, innovative and reliable photonic solutions for application in communications, fibers-based sensors, space, lasers and quantum technologies.","=HYPERLINK(""http://www.exail.com"")",Exail SAS  34 Rue de la Croix de Fer  Saint-Germain-en-Laye  France  78100
4040,Exaktera LLC,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101301"")",No Description Found,"=HYPERLINK(""http://www.exaktera.com"")","Exaktera LLC  200 Newbury St  Boston, MA  United States  02116-2504"
3324,EXALOS AG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101549"")","Founded in 2003, EXALOS, an indie Semiconductor company (Nasdaq: INDI), is a Swiss-based technology driven company, which focuses on the design, development, manufacturing and sales of advanced light source solutions based on Superluminescent Light Emitting Diodes (Visible and Near-IR) and Visible Laser Diodes. EXALOS’s product portfolio includes driver electronics and balanced receivers which are complementary to our light source offerings. EXALOS has shipped more than 800,000 SLEDs to date.","=HYPERLINK(""http://www.exalos.com"")",EXALOS AG  Wagistrasse 21  Schlieren  Switzerland  8952
641,Excelitas,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102188"")","Excelitas is the leading provider of advanced, life-enriching technologies that make a difference, serving global market leaders in the Life Sciences, Advanced Industrial, next-generation Semiconductor, Aerospace and Defense end-markets. Excelitas is an essential partner in the design, development, and manufacture of photonic technologies, offering leading-edge innovation in sensing, detection, imaging, optics, and specialty illumination for customers worldwide.","=HYPERLINK(""http://www.excelitas.com"")","Excelitas  2545 Railroad Street, Suite 300  Pittsburgh, PA  United States  15222"
621,Excell Technology,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102759"")","We specialize in selling New and Rebuilt Grinders, Polishers, Laps & Saws - Since 1984 We deal with Speedfam, Strasbaugh, STC, Gigamat, Lapmaster, Hoffman, Peter Wolters, Blanchard and more. We provide long-term warranties. Come visit our facility 20 minutes from SFO and SJC airports.","=HYPERLINK(""http://www.excelltechnology.com"")","Excell Technology  1001 Varian St  San Carlos, CA  United States  94070"
5009,Exciton,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102284"")","For over 50 years Exciton has excelled in the design and production of high purity and high-performance dyes. Our expertise includes Narrow Band Visible and Infrared Absorber dyes for optical filters, Fluorescent and the closely related Laser dyes. We are proud to announce the opening of our new laboratory in Columbus Ohio. Since early 2017 Exciton has been part of EssilorLuxottica, the leader in the design, manufacture and distribution of fashion, luxury, and sports eyewear.","=HYPERLINK(""http://exciton.luxottica.com"")","Exciton  2150 Bixby Rd  Lockbourne, OH  United States  43137-9273"
5317,EXFO Inc,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103300"")","EXFO www.exfo.com develops smarter test, monitoring and analytics solutions for the global communications industry. Network equipment manufacturers (NEMs), component vendors, and academic and research labs around the world rely on our products for repeatable and accurate results —from the lab through production. We support end-to-end test & measurement with future-proof solutions.","=HYPERLINK(""http://www.exfo.com"")","EXFO Inc  400 Godin Ave  Quebec, QC  Canada  G1M 2K2"
405,"ExOptronics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103402"")",No Description Found,"=HYPERLINK(""http://www.exoptronics.com"")","ExOptronics, Inc.  1168 N Knollwood Cir  Anaheim, CA  United States  92801-1307"
1827,Exosens S.A.S.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101640"")","EXOSENS is a high-tech company, with more than 85 years of experience in the innovation, development, manufacture and sale of technologies in the field of particles and photo detection and imaging. Today, it offers its customers detectors and detection solutions: its travelling wave tubes, advanced cameras, neutron & gamma detectors, instrument detectors and light intensifier tubes allow EXOSENS to respond to complex issues in environments extremely demanding by offering tailor-made solutions.","=HYPERLINK(""http://www.exosens.com"")",Exosens S.A.S.  18 Avenue Pythagore  Merignac  France  33700
